,Unnamed: 0,author,category,date_published,description,dislikes,duration,keywords,length,likes,rating,subscribers,thumb,title,url,username,videoid,viewcount,subscriberCount
1879,1879,mrbowling300,Sports,2012-06-12 21:30:09,"Please be sure to stop by http://forums.mrbowling300.com to discuss this and other great bowling topics!

$280,000 SOCIETY BANK PBA NATIONAL CHAMPIONSHIP
Ducat's Imperial Lanes, Toledo, Ohio, Mar 11-17, 1990
Jim Pencak's Second Victory A ""Major""; Wins Society Bank PBA Nat'l Championship

On this St. Patrick's Day, it was, fittingly, a battle for the green in the $280,000 Society Bank PBA National Championship at Ducat's Imperial Lanes. When the smoke finally cleared, it was Jim Pencak who enjoyed the ""luck 'o the Irish"" in donning the green champion's blazer and pocketing the $54,000 greenbacks for his second PBA title and first ""major.""

Pencak, Mayfield Heights, Ohio, won four games and topped Chris Warren in the title match, 223-214, to gain a three-year exemption to the Firestone Tournament of Champions.

""I've worked a long time to get to this point and now things are falling into place,"" Pencak said. ""This is quite a start to my career,"" the 10-year PBA member joked.

Both finalists spared to open the title game, then Pencak posted a three-bagger, spare and strike to lead by 10 in the sixth frame. Warren then knotted the match in the eighth with his own three-bagger. After sparing in the ninth, he left the difficult 6-7-10 split on his first 10th-frame shot, but converted it. Pencak then got up in his 10th needing only eight, spare and strike to clinch. He struck on his first ball and the rest was simply a formality.

""I was relieved I didn't have to shoot a (10th frame) spare,"" Pencak said. ""The best mark is always a strike. This title means a lot since it's a major, but my first win will always be special, too,"" Pencak recounted. ""I made a big move in changing balls in my second game and felt if I could get out of the gate, everything would be all right."" Pencak was 8-0 in his last two championship round appearances in PBA singles competition, with his first win coming from the fourth-seeded position at the LaMode Classic in Green Bay, Wis., last summer.

The opening game of the ABC Sports-televised finals was a tough, 183182, victory Pencak eked out against reigning PBA Player of the Year Amleto Monacelli of Venezuela. Monacelli had won the previous week's tournament at Columbus, Ohio, and needed a double in his 10th frame to advance here, but left a solid 8-pin on his first shot of the 10th frame.

Next up for Pencak was first-time finalist Doug Kent of Canandaigua, N.Y., who bowed, 267-172. In the semifinal game, Pencak opened with a four-bagger against 1986 PBA National Champion Tom Crites of Tampa, Fla., and cruised home, 227-191. Crites earned $15,000 for third, Kent collected $10,000 and Monacelli $8,000.

CHAMPIONSHIP ROUND

Pos.  Name, City/State Total Amount

1  Jim Pencak, Mayfield Heights, Ohio 900 (4 games) $54,000
2  Chris Warren, Dallas 214 (1 game) 28,000
3  Tom Crites, Tampa, Fla. 192 (1 game) 15,000
4  Doug Kent, Canandaigua, N.Y. 172 (1 game) 10,000
5  Amleto Monacelli, Venezuela 182 (1 game) 8,000

PLAYOFF RESULTS-Pencak defeated Monacelli, 183-182; Pencak defeated Kent, 267-172; Pencak defeated Crites, 227-192; and in the championship game, Pencak defeated Warren, 223-214.",5.0,01:29:12,"['Pencak', 'Monacelli', 'Kent', 'Crites', 'Warren', 'PBA', 'bowling', 'mrbowling300']",5352,53.0,4.65517234802,101,http://i.ytimg.com/vi/vBlSBoH-Vkk/default.jpg,1990 PBA National Championship,https://www.youtube.com/watch?v=vBlSBoH-Vkk,mrbowling300,vBlSBoH-Vkk,27842,3169
1880,1880,AlexBowler4106,Sports,2009-12-18 00:06:09,"My friend Scott Demirjian was attempting, very poorly might I add, to recreate Norm Duke's U.S. Open winning spare conversion.",0.0,00:00:10,"['Scott', 'Demirjina', 'Demirjian', 'U.S.', 'Open', 'winning', 'spare', 'conversion', 'PBA', 'awesome', 'bowling', 'Norm', 'Duke!']",10,0.0,0.0,101,http://i.ytimg.com/vi/CovWUhQTRQA/default.jpg,Scott's U.S. Open winning spare conversion,https://www.youtube.com/watch?v=CovWUhQTRQA,AlexBowler4106,CovWUhQTRQA,99,3
1881,1881,raisincom,Sports,2010-04-30 03:32:03,"BOWLING ボーリング
Toshimasa Iwakiri　春日井グランドボウル
MOV06418.MPG",0.0,00:00:10,['MOV06418'],10,0.0,0.0,101,http://i.ytimg.com/vi/C78yi_8dFrw/default.jpg,☆ボウリング☆ 岩切稔純プロチャレンジ ストライク inグランドボウル,https://www.youtube.com/watch?v=C78yi_8dFrw,raisincom,C78yi_8dFrw,1493,148
1882,1882,Jeremy Hueppelsheuser,Sports,2009-04-11 17:38:15,I had to get a misfeed.. Figured I would show ya what one is...,0.0,00:00:39,"['ball', 'bowling', 'alley', 'pin', 'strike', 'foul', 'spare', 'carpet', 'machine', 'pulley', 'belt', 'lane', 'league', 'tournament', 'challenge', 'oakwood', 'bowl', 'pinsetter', 'gutter', 'mechanic', 'boy', 'back', 'front', 'side', 'in', 'entertainment', 'exitement', 'fun', 'learn', 'education', 'sport', 'hook', 'straight', 'big', 'four', '10']",39,5.0,5.0,101,http://i.ytimg.com/vi/O-3-C_yVudo/default.jpg,Misfeed,https://www.youtube.com/watch?v=O-3-C_yVudo,Hoop2k,O-3-C_yVudo,3727,45
1883,1883,higebows001,Sports,2006-09-28 14:34:23,Rie_Totsuka　ｐリーグ　戸塚里恵　ボウリング,2.0,00:00:07,['Rie_Totsuka'],7,9.0,4.2727274894699985,101,http://i.ytimg.com/vi/ed9gaCJWLUY/default.jpg,戸塚里恵　投球フォーム,https://www.youtube.com/watch?v=ed9gaCJWLUY,higebows001,ed9gaCJWLUY,82086,20
1884,1884,irishpogi,Sports,2010-04-21 05:40:58,"Kevin Reuer, Norm Duke, Jack Jurek, Rhino Page, Bill O'Neill, and Mike DeVaney are all vying for the 25,000 dollar first place prize.  Which one is victorious?  Part 3 of 4",3.0,00:09:45,"['USBC', 'bowling', 'sports', 'Kevin-Reuer', 'Jack-Jurek', 'Rhino-Page', ""Bill-O'Neill"", 'Mike-DeVaney', 'Arlington']",585,16.0,4.36842107773,101,http://i.ytimg.com/vi/j4Ok7b0qf-Q/default.jpg,2010 USBC PBA Experience Showdown Show 2 Part 3,https://www.youtube.com/watch?v=j4Ok7b0qf-Q,irishpogi,j4Ok7b0qf-Q,20885,6835
1885,1885,budharvesting,Sports,2009-02-16 02:47:11,"Some footage I was able to get when I was working. I started at 4:30am The 23rd annual event at Riverport Lanes and the last because of closure in JULY 09. I tried to tell the guys where the good camera shots were but, oh well.  This is one part of the story they dont tell in TV or Newspaper. Enjoy ! I think it will be on local tv on the 22nd of FEB at 11:05 pm. LOL Watch in high quality for best results.",,00:04:08,"['Sports', 'against', 'cancer', 'riverport', 'lanes', 'strike', 'and', 'spare', 'paducah', 'ky', 'wpsdtv', 'sac', 'bowling', 'classic', 'american', 'society', 'local', 'usbc', 'kustodian', 'lane', 'dresser', 'oiler', 'machine', 'brunswick', 'a-2', 'pinsetter', 'golden', 'tour', 'pins', 'tv', 'truck', 'van', 'camera', 'man', 'alley', 'center']",248,,5.0,101,http://i.ytimg.com/vi/-nl6IkfTlsk/default.jpg,SAC Bowling Classic Riverport Lanes Strike and Spare,https://www.youtube.com/watch?v=-nl6IkfTlsk,budharvesting,-nl6IkfTlsk,1936,331
1886,1886,dainirai,Sports,2011-03-13 12:05:45,2009年10月沖縄県のドラゴンボウルで行われたプロチャレの一幕です。まだP-LEAGUEに出る前です。7ピン外して恥ずかしそうにしている姿が可愛かったです。,0.0,00:00:06,"['佐藤まさみ', '沖縄', 'ドラゴンボウル']",6,0.0,0.0,101,http://i.ytimg.com/vi/DdC7POVBYMI/default.jpg,佐藤まさみプロ　7ピンミス,https://www.youtube.com/watch?v=DdC7POVBYMI,dainirai,DdC7POVBYMI,1523,422
1887,1887,Curtis Bradley,Sports,2008-07-27 22:04:05,Some recent footage of my boys at the local bowling alley. I'm quit proud. I hope you enjoy....,1.0,00:00:20,"['Bowling', 'PBA', 'strike']",20,0.0,1.0,101,http://i.ytimg.com/vi/SFf2f7liomg/default.jpg,Future PBA Star !!!! Andrew,https://www.youtube.com/watch?v=SFf2f7liomg,iamrph,SFf2f7liomg,257,354
1888,1888,TEAMDEEPINSIDE39,Sports,2011-08-29 05:59:47,"JPBA44期プロボウラー/セオリー・プロXを投げる土谷　翼プロを撮影してみた。
41フィートのハウスコンディション。 Japanese Professional Bowler ,Tsubasa Tsuchiya(ROTOGRIP THEORY PRO/X)",0.0,00:00:09,"['ボウリング', 'ローダウン', 'フリスビー', 'ヨーヨー', 'プッシュ&プル', 'bowling', 'ハイレブ', 'PBA', 'ボウル北見', 'ハイスポーツ', 'ストーム', 'ロトグリップ', 'STORM', 'ROTOGRIP', 'THEORY', 'PRO/X']",9,1.0,5.0,101,http://i.ytimg.com/vi/Xe3yuyqRpV4/default.jpg,"JPBA第44期プロボウラー土谷　翼(Japanese Professional Bowler,Tsubasa Tsuchiya)",https://www.youtube.com/watch?v=Xe3yuyqRpV4,TEAMDEEPINSIDE39,Xe3yuyqRpV4,8292,818
1889,1889,PBABowling,Sports,2013-07-18 17:05:44,"4-time champion Dick Weber is featured in this U.S. Open Classic Moment. Watch the 2013 Lipton Bowling's U.S. Open live on Xtra Frame July 22-26 and the ESPN finals Saturday, July 27 at noon ET. For more info, or to subscribe to Xtra Frame, visit pba.com or xtraframe.tv.",0.0,00:00:58,"['Dick Weber', 'US open', 'Bowling', 'Xtra Frame']",58,7.0,5.0,101,http://i.ytimg.com/vi/b7pGvS7nQ2Q/default.jpg,U.S. Open Classic Moments - Dick Weber,https://www.youtube.com/watch?v=b7pGvS7nQ2Q,PBAProBowlersAssn,b7pGvS7nQ2Q,2535,111850
1890,1890,08forHIRO,Sports,2010-10-28 16:28:37,"やまさん、まさかの！？
実況のアホ田がめっちゃウザ（略",1.0,00:04:22,['SANY0024'],262,0.0,1.0,101,http://i.ytimg.com/vi/ck3-9g4snKk/default.jpg,ボーリング　パーフェクト！？,https://www.youtube.com/watch?v=ck3-9g4snKk,08forHIRO,ck3-9g4snKk,607,2
1891,1891,BowlingTarrow,Sports,2010-09-06 12:27:16,京都で行われた第5回MKチャリティカップ最終日ラウンドロビンのポジションマッチで撮影した吉川朋絵プロです。今回、吉川プロは準決勝7位でラウンドロビンに進出し、最終成績第4位となりました。RR3位の時本プロとのポイント差は71ポイント。惜しくもテレビ決勝ステップラダー進出はなりませんでした。,0.0,00:00:55,"['吉川朋絵', 'Tomoe', 'Yoshikawa', 'ボウリング', '投球フォーム', 'スイング', 'スウィング', '第5回MKチャリティカップ', 'MKボウル上賀茂']",55,0.0,0.0,101,http://i.ytimg.com/vi/lKiv6Lzioa8/default.jpg,吉川朋絵プロのフォーム（slow motion）第5回MKチャリティカップ,https://www.youtube.com/watch?v=lKiv6Lzioa8,BowlingTarrow,lKiv6Lzioa8,2723,314
1892,1892,TEAMDEEPINSIDE39,Sports,2010-06-22 00:19:08,"最近、メカテク(ロボリスト)を外した中村美月プロ。
ある6月の日の練習風景。
4日後に控えた千葉女子オープンに向けて調整しているようです。
投げているボールはストームのコントロール。
荒れてきたレンコンで動きの大人しいボールを投げています。
トーナメントは長丁場、あえて荒れたレンコンで練習するのは流石、Pリーガーですな?",0.0,00:00:13,"['ボウリング', 'Pリーグ', 'bowling', 'ボウリング革命', 'P★LEAGUE', '2010', '千葉女子オープン']",13,2.0,5.0,101,http://i.ytimg.com/vi/sAz0X3T-qDU/default.jpg,Pリーガー中村美月プロ　2010.06.21,https://www.youtube.com/watch?v=sAz0X3T-qDU,TEAMDEEPINSIDE39,sAz0X3T-qDU,10842,818
1893,1893,wunnerfulwarren,Sports,2008-12-26 07:18:01,"JST Stop in Moreno Valley, CA
Lane Condition - House",1.0,00:07:14,"['bowling', 'PBA', 'JBT', 'JST', 'YABA', 'USBC', 'bowl', 'lanes', 'tourney', 'tour', 'tournament', 'AMF', 'brunswick', 'roto', 'grip', 'columbia', 'junior', 'gold', 'california', 'Ebonite', 'Storm', 'Nevada', 'Texas', 'New', 'Mexico', 'Seattle', 'Mohave', 'Arizona', 'Moreno', 'Valley']",434,8.0,4.55555534363,101,http://i.ytimg.com/vi/C5kadRbA02Q/default.jpg,Junior Scratch Tour 12/21/08 BRC Moreno Valley Bowl,https://www.youtube.com/watch?v=C5kadRbA02Q,wunnerfulwarren,C5kadRbA02Q,3981,388
1894,1894,skibum101184,Sports,2010-06-29 03:37:56,"10th Frame to finish out with a 229 (OK game I guess).  Strike, 7-pin, spare.",0.0,00:01:26,"['jg', 'bowl', 'bowling', 'johnsburg', ""raymond's""]",86,0.0,0.0,101,http://i.ytimg.com/vi/GK-nE4gR0-4/default.jpg,JG - 10th Frame,https://www.youtube.com/watch?v=GK-nE4gR0-4,skibum101184,GK-nE4gR0-4,114,11
1895,1895,akibabowling,Film & Animation,2011-03-16 02:48:42,"２月２５日に実施された３人の美女プロボウラーの秋葉原でのファンとの交流イベントです。

イベントにご登場いただいた、長谷川真実プロ、森彩奈江プロ、中村美月プロが
活躍するボウリングＴＶ番組はこちら↓
http://www.p-league.jp/

P★FILE 2011 の詳細はこちら↓
http://www.sportsclick.jp/magazine/mook/737/index.html

３人の美女プロボウラーのブログ
マシュマロスマイル 長谷川真実 プロ
http://blog.excite.co.jp/p-masamihasegawa

シンデレラガール 森彩奈江プロ
http://blog.excite.co.jp/p-sanaemori

下町の鉄腕ルーキー 中村美月プロ
http://blog.excite.co.jp/p-mitsukinakamura

森彩奈江プロ推薦のボウリング小説
「レーンの星」http://bit.ly/h9mLjI",1.0,00:08:39,"['秋葉原イベント', 'プロボウラー']",519,8.0,4.55555534363,101,http://i.ytimg.com/vi/SZ2N4OPiRy0/default.jpg,美女プロボウラー秋葉原イベント質問編,https://www.youtube.com/watch?v=SZ2N4OPiRy0,akibabowling,SZ2N4OPiRy0,9301,21
1896,1896,mystrsyko2,Sports,2013-02-20 19:57:37,"The Game-A-Day series will run from September 1st, through the end of the bowling season in April. Along the way I'll be visiting as many bowling centers as I can and keeping detailed stats for the amusement of myself mostly. Enjoy!

Filmed: February 8th, 2013
Balls: Circle Voltage, Columbia 300 White Dot
Location: Brunswick Zone XL, Naperville IL
--------------------------------------
Game-A-Day Stats:
Games: 146
Pinfall: 30228
Average: 207.04
Strikes: 871
Avg: 5.97
Spares: 501
Avg: 3.43
Splits: 110
Converted: 24
Clean Games: 23
High: 290
Low: 166
Centers bowled in: 10",0.0,00:10:02,"['bowling', 'perfect', '300', 'game', 'pba', 'awesome', 'amazing', 'incredible', 'impossible', 'mr', 'psycho', 'cool', 'tenpin', 'Ten-pin Bowling (Sport)', 'amf', 'bolingbrook', 'Town', 'Country', 'joliet', 'pioneer', 'willowbrook', 'lanes', 'parkside', 'zone', 'xl', 'strike', 'spare', 'II', 'tivoli', 'theatre', 'bowl', 'sports', 'twister', 'pins', 'house', 'shot', 'oil', 'pattern', 'Ebonite', 'element', 'ice', 'storm', 'crossroad', 'circle', 'voltage', 'roto', 'grip', 'pluto', 'hammer', 'urethane', 'track', '503c', 'brunswick', 'nexxus', 'f(P+R)', 'ultimate', 'inferno', 'columbia', 'a2', 'burnoutrct22', 'ball', 'hook', 'flush', '7-10']",602,3.0,5.0,101,http://i.ytimg.com/vi/Ybn5fsQ6ONY/default.jpg,189 @ Brunswick Zone XL - Game A Day 146,https://www.youtube.com/watch?v=Ybn5fsQ6ONY,mystrsyko2,Ybn5fsQ6ONY,1167,4467
1897,1897,InsideBowling,Sports,2013-08-04 05:17:50,"THE MOST UNLUCKY BOWLING INCIDENT EVER!!!!

Troy Walker was participating in the 2013 Luci Bonneau Doubles Tournament in Houston, Texas at Palace Lanes.  He rolled 11 consecutive strikes and on his 12th ball, the rake arm from the pinsetter blocked his ball from hitting the pins.

This charity bowling tournament was live-webcast on InsideBowling.com.

Commentators were Mike Flanagan & Robert McBride.

►Subscribe to our channel here: http://bit.ly/1DUQ4Z4

Follow us on Instagram, Twitter, & Facebook.

http://Instagram.com/InsideBowling
http://Twitter.com/InsideBowling
http://Facebook.com/InsideBowling

Business or Media, please contact us at: 
media@insidebowling.com

#SupportTheSponsors",434.0,00:02:33,"['300', 'game', 'luci', 'bonneau', 'doubles', 'charity', 'bowling', 'tournament', 'breast', 'Breast Cancer Awareness (Organization)', 'espn', 'bowl', 'ball', 'pin', 'rake', 'denied', 'horrific', 'terrible', 'break', 'unlucky', 'pins', 'lanes', 'gamer', 'worst', 'of', 'brutal', 'experience', 'elf', 'elves', 'free', 'download', 'how', 'strike', 'spare', 'miss', 'storm', 'ebonite', 'brunswick', 'dv8', 'barnes', 'belmonte', 'pete', 'weber', 'inside', 'insidebowling', 'company', 'event', 'palace', 'gutter', 'crazy', 'shot', 'delivery', 'clean', 'women', 'sexy', 'hot', 'cold', 'biggest', 'largest', 'huge', 'wood', 'video', 'recorded', 'tosh', 'tosh.o']",153,1432.0,4.06966781616,101,http://i.ytimg.com/vi/cLS8xP8IBCY/default.jpg,Horrific Bowling Accident! Bowler Denied Perfect 300 Game,https://www.youtube.com/watch?v=cLS8xP8IBCY,insidebowling,cLS8xP8IBCY,3288375,11455
1898,1898,djrickysmith,People & Blogs,2009-02-09 06:25:51,2009 Denny's Dick Weber Open - Part 03,0.0,00:00:04,"['2009', ""Denny's"", 'Dick', 'Weber', 'Open', 'Part', '03', 'PBA', 'Bowling']",4,14.0,5.0,101,http://i.ytimg.com/vi/clzLyz54FMQ/default.jpg,2009 Denny's Dick Weber Open - Part 03,https://www.youtube.com/watch?v=clzLyz54FMQ,djrickysmith,clzLyz54FMQ,15021,2007
1899,1899,16111948,Sports,2008-02-21 13:54:47,Parker BohnIII/Hugh Miller vs Mike/Mark Scroggins,0.0,00:06:59,"['PBA', 'Bowling', 'Beaumont', 'Doubles', 'Parker', 'Bohn', 'III', 'Hugh', 'Miller', 'Mike', 'Mark', 'Scroggins']",419,3.0,5.0,101,http://i.ytimg.com/vi/p7dLQSuyBug/default.jpg,PBA1992 Beaumont Doubles Classic-Final 1/2,https://www.youtube.com/watch?v=p7dLQSuyBug,16111948,p7dLQSuyBug,3202,77
1900,1900,ivandelj,People & Blogs,2009-05-13 21:24:52,mmrkonjic,0.0,00:00:11,"['imotski', 'kuglanje', 'bowling']",11,0.0,0.0,101,http://i.ytimg.com/vi/wnDWU9DPvq0/default.jpg,Imotski kuglanje bowling 1,https://www.youtube.com/watch?v=wnDWU9DPvq0,ivandelj,wnDWU9DPvq0,553,2
1901,1901,irishpogi,Sports,2008-07-13 01:03:18,Here's the introduction to this PBA telecast.  The announcers are Ron Thulin and PBA champion Randy Pedersen.,0.0,00:02:42,"['PBA', 'bowling', 'sports', 'Wichita-Open', 'Ron-Thulin', 'Randy-Pedersen']",162,3.0,5.0,101,http://i.ytimg.com/vi/xeYSX4YnO3M/default.jpg,2000 PBA Wichita Open Intro,https://www.youtube.com/watch?v=xeYSX4YnO3M,irishpogi,xeYSX4YnO3M,2595,6835
1902,1902,Carla Hansen,Sports,2011-05-01 19:45:52,"I bowl a 300 game in No Tap. No Tap is when you knock down 9 pins, you get a strike. But, if you are bowling Crazy Eights (when you knock down 8 pins), you also get a strike. I bowled Crazy Eights! :)",9.0,00:01:51,"['bowling', '300', 'crazy', 'strikes', 'No', 'Tap']",111,4.0,2.23076915741,101,http://i.ytimg.com/vi/6pXGwGGv5ds/default.jpg,No Tap 300 bowling game!,https://www.youtube.com/watch?v=6pXGwGGv5ds,miatasm,6pXGwGGv5ds,1871,8
1903,1903,TheSakura0427,People & Blogs,2011-08-11 07:08:50,Ｐ★Ｌｅａｇｕｅファンにはたまらない一日でした。,0.0,00:00:50,"['Ｐ★Ｌｅａｇｕｅの中村美月選手・片井文乃選手・宮城鈴菜選手', 'Ｐ★Ｌｅａｇｕｅファンにはたまらない一日でした。']",50,1.0,5.0,101,http://i.ytimg.com/vi/MwVPAitbpk4/default.jpg,Ｐ★Ｌｅａｇｕｅの中村美月選手・片井文乃選手・宮城鈴菜選手,https://www.youtube.com/watch?v=MwVPAitbpk4,TheSakura0427,MwVPAitbpk4,3817,5
1904,1904,wunnerfulwarren,Sports,2011-07-29 06:54:48,JBT SW 2011 Girls Invitational  ...  . Lane Condition -- Las Vegas Open (Fresh Oil),0.0,00:10:50,"['bowling', 'PBA', 'JBT', 'JAT', 'JST', 'YABA', 'USBC', 'bowl', 'lanes', 'tourney', 'tour', 'tournament', 'AMF', 'Brunswick', 'roto', 'grip', 'Columbia', 'junior', 'gold', 'California', 'Ebonite', 'Storm', 'Nevada', 'Texas', 'New', 'Mexico', 'Seattle', 'Mojave', 'Arizona', 'Kegel', 'new', 'York', 'Pennsylvania', 'England', 'scholarship', 'teen', 'boys', 'girls', 'cute', 'kitten', 'bowljbt', 'jbtbowl', 'jbt900', 'JWTC', 'WTC']",650,4.0,5.0,101,http://i.ytimg.com/vi/PWU7o8Iv3G8/default.jpg,Junior Bowlers Tour ...Girls Invitational . . .  7/7/11 . .  The Orleans,https://www.youtube.com/watch?v=PWU7o8Iv3G8,wunnerfulwarren,PWU7o8Iv3G8,4431,388
1905,1905,mystrsyko2,Sports,2013-02-20 20:36:06,"The Game-A-Day series will run from September 1st, through the end of the bowling season in April. Along the way I'll be visiting as many bowling centers as I can and keeping detailed stats for the amusement of myself mostly. Enjoy!

Filmed: February 10th, 2013
Balls: Storm Crossroad, Columbia 300 White Dot
Location: AMF Bolingbrook Lanes, Bolingbrook IL
--------------------------------------
Game-A-Day Stats:
Games: 154
Pinfall: 31849
Average: 206.81
Strikes: 923
Avg: 5.99
Spares: 523
Avg: 3.4
Splits: 120
Converted: 26
Clean Games: 24
High: 290
Low: 166
Centers bowled in: 10


Follow me on Twitter and facebook:
Twitter: https://twitter.com/mystrsyko
Facebook: https://www.facebook.com/pages/MystrSyko/111537668858786",0.0,00:10:17,"['bowling', 'perfect', '300', 'game', 'pba', 'awesome', 'amazing', 'incredible', 'impossible', 'mr', 'psycho', 'cool', 'tenpin', 'Ten-pin Bowling (Sport)', 'amf', 'bolingbrook', 'Town', 'Country', 'joliet', 'pioneer', 'willowbrook', 'lanes', 'parkside', 'zone', 'xl', 'strike', 'spare', 'II', 'tivoli', 'theatre', 'bowl', 'sports', 'twister', 'pins', 'house', 'shot', 'oil', 'pattern', 'Ebonite', 'element', 'ice', 'storm', 'crossroad', 'circle', 'voltage', 'roto', 'grip', 'pluto', 'hammer', 'urethane', 'track', '503c', 'brunswick', 'nexxus', 'f(P+R)', 'ultimate', 'inferno', 'columbia', 'a2', 'burnoutrct22', 'ball', 'hook', 'flush', '7-10']",617,1.0,5.0,101,http://i.ytimg.com/vi/rNrdDfx27Us/default.jpg,250 @ AMF Bolingbrook Lanes - Game A Day 154,https://www.youtube.com/watch?v=rNrdDfx27Us,mystrsyko2,rNrdDfx27Us,162,4467
1906,1906,PBABowling,Sports,2013-02-23 18:06:14,"Mike Machuga needs a double to defeat Jason Belmonte and assure himself a spot in the 2013 USBC Masters ESPN finals. For more inf, visit pba.com, bowl.com or xtraframe.tv.",14.0,00:04:51,"['Jason Belmonte', 'Mike Machuga', 'USBC Masters', 'Bowling']",291,58.0,4.22222232819,101,http://i.ytimg.com/vi/E5AR_HbDdsg/default.jpg,2013 USBC Masters - Thrilling conclusion to Machuga/Belmonte match,https://www.youtube.com/watch?v=E5AR_HbDdsg,PBAProBowlersAssn,E5AR_HbDdsg,65367,111850
1907,1907,Gluvić ➕🐉 Alfista 🍀,Sports,2008-05-13 17:20:36,great bowler,0.0,00:00:29,['Bowling (Sport)'],29,1.0,5.0,101,http://i.ytimg.com/vi/G2skTnTcaak/default.jpg,bowling trick,https://www.youtube.com/watch?v=G2skTnTcaak,Gluvich,G2skTnTcaak,1493,107
1908,1908,bowlingfan33,Sports,2009-04-29 15:52:29,"In the semi-final match, Wayne Zahn bowls Dick Weber.

Enjoy!


For more bowling clips go to http://www.mrbowling300.com or great bowling talk at http://forums.mrbowling300.com",0.0,00:07:52,"['1971', 'Buckeye', 'Open', 'Wayne', 'Zahn', 'Dick', 'Weber', 'PBA', 'Bowling', 'Pro', 'Bowlers', 'Tour', 'Professional']",472,4.0,5.0,101,http://i.ytimg.com/vi/OFBgQ4WuAyM/default.jpg,1971 Buckeye Open Zahn vs Weber Part 1,https://www.youtube.com/watch?v=OFBgQ4WuAyM,bowlingfan33,OFBgQ4WuAyM,2202,403
1909,1909,Arjen van Zessen,Comedy,2010-10-05 17:11:50,Een avondje gek op de bowlingbaan in Dordrecht!,0.0,00:01:40,['Bowlen'],100,0.0,0.0,101,http://i.ytimg.com/vi/PhDGEVAWkng/default.jpg,Bowlen 24-01-2009,https://www.youtube.com/watch?v=PhDGEVAWkng,ArjenvanZessen,PhDGEVAWkng,84,0
1910,1910,芹澤信宏,People & Blogs,2012-06-23 13:43:41,"Round1武蔵村山店にて投球しました。

レーンは1・2番レーンです。

レーンオイルコンディションは
　１番レーン＝ドライ～ミディアム
　２番レーン＝ミディアム

使用ボール
　Revolution Extreamgear RX
　Brunswick Target ZONE

総評
　３フレームのガーターが痛恨のミス、
　外側に意外とオイルが伸びており、
　少し修正してふくらまそうとするとガーターになってしまうレーンでした。
ミスさえなければ２４０台後半狙えたゲームでした。",0.0,00:08:19,"['ボウリング', 'ボーリング', 'ラウンド', 'ワン', 'ブランズウィック', 'サンブリッジ', 'レボリューション', 'スピン', 'カーブ', 'Bowling', 'ラウポケ', 'スポーツ', 'ガーター', 'スコア']",499,1.0,5.0,101,http://i.ytimg.com/vi/P_qgzOB-wWE/default.jpg,Round 1 武蔵村山店：serinobuボウリング動画 2012/6/23 ｽｺｱ=233,https://www.youtube.com/watch?v=P_qgzOB-wWE,serinobu1981,P_qgzOB-wWE,2217,54
1911,1911,dunner228,Sports,2007-01-21 02:46:43,"After bowling a perfect game in the semifinal match of the second 1997 PBA Ebonite Challenge, Steve Hoskins bowled against Rick Steelsmith in the title match.  Would Hoskins be out of gas after shooting 300, or would he come out on top and make his night complete?  Part 1 of 2.",0.0,00:09:32,"['steve', 'hoskins', 'rick', 'steelsmith', 'pba', 'bowling']",572,10.0,5.0,101,http://i.ytimg.com/vi/ULPuqNVKe54/default.jpg,1997 PBA Ebonite Challenge II - Hoskins vs. Steelsmith (Pt1),https://www.youtube.com/watch?v=ULPuqNVKe54,dunner228,ULPuqNVKe54,6420,655
1912,1912,coolioo1976,Howto & Style,2008-02-15 01:58:06,"球路:大曲球
殺手安目前個人最佳成績，下一步要挑戰個人真實保齡球290分的紀錄。lol
第八球時B鈕突然卡住太晚放球，連1號瓶都沒摸到，殘念~Orz",13.0,00:02:12,"['Wii', 'Sports', 'bowling', '密技', '曲球', '高分', '保齡球', '玩法', '殺手安']",132,28.0,3.73170733452,101,http://i.ytimg.com/vi/XVB3eqw4I1k/default.jpg,Wii Sports Bowling~保齡球~大曲球~全倒密技,https://www.youtube.com/watch?v=XVB3eqw4I1k,coolioo1976,XVB3eqw4I1k,87288,10
1913,1913,maruchanmaruyama,Sports,2010-10-20 11:51:22,2G,0.0,00:02:11,"['ボウリング', 'BOWLING', '立川スターレーン']",131,1.0,5.0,101,http://i.ytimg.com/vi/ZlBzwXZzDz8/default.jpg,キリンビバレッジ杯TM20101016_E,https://www.youtube.com/watch?v=ZlBzwXZzDz8,maruchanmaruyama,ZlBzwXZzDz8,99,12
1914,1914,IABowling,Sports,2011-12-10 02:24:19,"Watch Jason Belmonte bowl his 2nd 300 during qualifiers at the 2011 Bowling World Cup in South Africa.

Brought to you by:

www.iabowling.com

www.iabowling.tv",1.0,00:02:14,"['jason', 'belmonte', '300', '2nd', 'south', 'africa', 'bowling', 'world', 'cup', '2011', 'iab', 'iabowling', 'international', 'art', 'of', 'iabowlingtv', 'diandra', 'asbaty', 'amf', 'qubicaamf', 'qubica', 'pba', 'professional', 'bowlers', 'association']",134,58.0,4.932203292850001,101,http://i.ytimg.com/vi/lTG0QVUnNaE/default.jpg,Jason Belmonte's 2nd 300 at the 2011 Bowling World Cup in South Africa,https://www.youtube.com/watch?v=lTG0QVUnNaE,IABowling,lTG0QVUnNaE,19824,22189
